pin_code,low_risk_count_0,high_risk_count_1,total_customers,state,zone,district,latitude,longitude
176313,9,8,17,Himachal Pradesh,,Chamba,32.474312148082895,75.98896998090947
176312,8,5,13,Himachal Pradesh,,Chamba,32.67692615331014,76.01082456611208
212635,8,8,16,Uttar Pradesh,Kanpur,Fatehpur,25.991497336270076,80.57959435130235
176315,10,8,18,Himachal Pradesh,,Chamba,32.4742674042255,76.67401767298607
176314,9,12,21,Himachal Pradesh,,Chamba,32.54747577277994,76.07949297017572
212631,7,7,14,Uttar Pradesh,Kanpur,Fatehpur,25.977359499489857,80.32600870702589
176311,8,7,15,Himachal Pradesh,,Chamba,32.47914077114895,76.24652540378997
176310,9,9,18,Himachal Pradesh,,Chamba,32.55507279571285,76.12673255216949
670563,10,4,14,Kerala,Calicut,Cannanore,11.995196419010119,75.39577972236037
670562,7,11,18,Kerala,Calicut,Cannanore,11.999154558172197,75.36850749939792
670561,11,7,18,Kerala,Calicut,Cannanore,11.95293422238694,75.35990151315366
212650,8,7,15,Uttar Pradesh,Kanpur,Fatehpur,25.94298458468165,81.06901750375462
416509,9,10,19,Maharashtra,Goa-Panaji,Kolhapur,15.932006476779181,74.17077805998576
416508,9,8,17,Maharashtra,Goa-Panaji,Kolhapur,15.999090332699144,74.39979858787457
212651,10,7,17,Uttar Pradesh,Kanpur,Fatehpur,25.992408360318308,80.94958183430988
416507,13,4,17,Maharashtra,Goa-Panaji,Kolhapur,15.860280444494506,74.32613898067177
670567,5,8,13,Kerala,Calicut,Cannanore,11.985084230470902,75.36838158395203
416506,14,10,24,Maharashtra,Goa-Panaji,Kolhapur,16.150711109433608,74.44658977437082
416505,11,6,17,Maharashtra,Goa-Panaji,Kolhapur,16.102907953947426,74.15000215035353
416504,6,10,16,Maharashtra,Goa-Panaji,Kolhapur,16.045542346839113,74.29319977851263
380063,9,6,15,Gujarat,Ahmedabad HQ,Ahmedabad City,23.06034692255556,72.54660883742027
380061,13,7,20,Gujarat,Ahmedabad HQ,Ahmedabad City,23.071131409600966,72.53747063166983
416514,11,14,25,Maharashtra,Goa-Panaji,SINDHUDURG,15.805276397643837,73.78968793009037
212645,8,8,16,Uttar Pradesh,Kanpur,Fatehpur,25.88609710925698,80.9198347866907
416513,9,7,16,Maharashtra,Goa-Panaji,SINDHUDURG,15.744941900871611,73.72834356089912
416512,9,8,17,Maharashtra,Goa-Panaji,SINDHUDURG,15.670656797471217,74.02074937629517
416511,9,9,18,Maharashtra,Goa-Panaji,SINDHUDURG,15.82424102999346,73.94285814633517
416510,10,10,20,Maharashtra,Goa-Panaji,SINDHUDURG,15.951406190167573,73.94465341693692
212641,10,7,17,Uttar Pradesh,Kanpur,Fatehpur,25.526878622839913,81.20898344420428
212661,9,4,13,Uttar Pradesh,Kanpur,Fatehpur,25.823101984609796,80.55563678980262
416519,10,9,19,Maharashtra,Goa-Panaji,SINDHUDURG,16.040219314645885,73.87320896992989
670571,10,5,15,Kerala,Calicut,Cannanore,12.200079573046978,75.48232674581465
416518,9,8,17,Maharashtra,Goa-Panaji,SINDHUDURG,15.784916620424028,73.68301844303231
416517,9,10,19,Maharashtra,Goa-Panaji,SINDHUDURG,15.744147166040332,73.68007503589442
416516,10,16,26,Maharashtra,Goa-Panaji,SINDHUDURG,15.890043752339093,73.65579627971236
584170,8,9,17,Karnataka,North Karnataka,Raichur,16.36637742459301,77.35231814648927
416515,4,11,15,Maharashtra,Goa-Panaji,SINDHUDURG,15.850635651741868,73.68878390967576
262903,10,4,14,Uttar Pradesh,Bareilly,Kheri,28.21093656461425,80.84071679157773
262904,5,11,16,Uttar Pradesh,Bareilly,Kheri,28.561645938881725,80.41477610161463
380060,15,8,23,Gujarat,Ahmedabad HQ,Ahmedabad City,23.106010097511525,72.5135852089861
262901,8,10,18,Uttar Pradesh,Bareilly,Kheri,28.332025883975042,80.51103171894087
262902,11,11,22,Uttar Pradesh,Bareilly,Kheri,28.450768532240858,80.6236904234406
682552,7,10,17,Kerala,Kochi,Lakshadweep,11.127137728892974,72.72424765495438
380052,11,11,22,Gujarat,Ahmedabad HQ,Ahmedabad City,23.049157875415087,72.53626992841409
262907,9,5,14,Uttar Pradesh,Bareilly,Kheri,28.20679480853126,81.00853838050382
682553,10,9,19,Kerala,Kochi,Lakshadweep,10.88393063714835,72.22400308862137
262908,7,12,19,Uttar Pradesh,Bareilly,Kheri,28.58452854002202,80.66181716846535
380050,6,11,17,Gujarat,Ahmedabad HQ,Ahmedabad City,22.979382836568817,72.61331689224045
262905,10,9,19,Uttar Pradesh,Bareilly,Kheri,28.337731051635995,80.87100972357385
380051,14,6,20,Gujarat,Ahmedabad HQ,Ahmedabad City,23.000479913220648,72.51508692618897
262906,13,9,22,Uttar Pradesh,Bareilly,Kheri,28.403344802364177,80.96069865258288
682551,7,4,11,Kerala,Kochi,Lakshadweep,10.812627130355267,73.67705762362529
682556,6,7,13,Kerala,Kochi,Lakshadweep,11.230624554228179,72.77725912684639
380057,13,8,21,Gujarat,Ahmedabad HQ,Ahmedabad City,23.003098585667693,72.44900367094378
682557,14,10,24,Kerala,Kochi,Lakshadweep,10.083609155672438,73.64594009313622
682554,8,6,14,Kerala,Kochi,Lakshadweep,11.683837640887347,72.65787467227686
380054,9,5,14,Gujarat,Ahmedabad HQ,Ahmedabad City,23.047119885695253,72.52271957162857
380055,13,4,17,Gujarat,Ahmedabad HQ,Ahmedabad City,22.98312012277642,72.52071350250233
682555,6,8,14,Kerala,Kochi,Lakshadweep,10.49349732755468,72.5885275547042
416525,9,8,17,Maharashtra,Goa-Panaji,SINDHUDURG,16.00273755409191,73.63664736067126
212656,7,8,15,Uttar Pradesh,Kanpur,Fatehpur,25.578219208884473,81.13045415482922
416524,7,10,17,Maharashtra,Goa-Panaji,SINDHUDURG,15.995306237676116,73.58398331689388
212657,13,5,18,Uttar Pradesh,Kanpur,Fatehpur,26.018059252884754,80.47698304332849
380058,7,9,16,Gujarat,Ahmedabad HQ,Ahmedabad City,23.026285952018522,72.47421500977937
212658,6,11,17,Uttar Pradesh,Kanpur,Fatehpur,25.646644143904343,81.01258200239849
416523,11,8,19,Maharashtra,Goa-Panaji,SINDHUDURG,15.980956482536447,73.5298662305747
682558,7,5,12,Kerala,Kochi,Lakshadweep,11.486524037889932,73.00561284872211
416522,6,11,17,Maharashtra,Goa-Panaji,SINDHUDURG,15.941014649393296,73.56867083757652
212659,7,10,17,Uttar Pradesh,Kanpur,Fatehpur,26.084812099588294,80.37717573863539
682559,11,10,21,Kerala,Kochi,Lakshadweep,8.277699591792533,73.0464063090871
380059,7,8,15,Gujarat,Ahmedabad HQ,Ahmedabad City,23.053140697141156,72.49335626837086
212652,13,7,20,Uttar Pradesh,Kanpur,Fatehpur,25.90084058763323,81.14922605547824
416521,8,11,19,Maharashtra,Goa-Panaji,SINDHUDURG,16.12499992008371,73.78115011892471
670581,8,5,13,Kerala,Calicut,Cannanore,12.164187341834307,75.40231275155102
212653,9,12,21,Uttar Pradesh,Kanpur,Fatehpur,25.818830323038604,81.24141196392883
416520,12,8,20,Maharashtra,Goa-Panaji,SINDHUDURG,16.00702068711534,73.69932398999381
212654,7,8,15,Uttar Pradesh,Kanpur,Fatehpur,26.020448631372027,81.00311550140208
212655,13,7,20,Uttar Pradesh,Kanpur,Fatehpur,25.736387303109577,81.12690089504932
584167,7,5,12,Karnataka,North Karnataka,Raichur,15.666056653526399,76.83643662231586
392030,10,8,18,Gujarat,Vadodara,Bharuch,21.77137808598001,73.12454011022777
416529,10,4,14,Maharashtra,Goa-Panaji,SINDHUDURG,15.850188151234272,73.70433291447053
416528,9,9,18,Maharashtra,Goa-Panaji,SINDHUDURG,15.982310311036173,73.69107131464655
416527,6,1,7,Maharashtra,Goa-Panaji,Kolhapur,15.814462976456271,74.23188754821854
416526,13,5,18,Maharashtra,Goa-Panaji,Kolhapur,16.185125887299545,74.2931243312016
392035,14,10,24,Gujarat,Vadodara,Bharuch,21.979066323804332,72.93549419690657
222001,9,8,17,Uttar Pradesh,Varanasi,Jaunpur,25.7662115799486,82.68633216464285
415205,7,5,12,Maharashtra,Pune,Karad,17.347013263331412,73.97629332250663
415203,8,4,12,Maharashtra,Goa-Panaji,RATNAGIRI,17.972598989390228,73.22222866050174
416534,11,9,20,Maharashtra,Goa-Panaji,SINDHUDURG,16.096161960282334,73.66241181889283
210001,8,6,14,Uttar Pradesh,Kanpur,Banda,25.487982170810934,80.32257385216613
415202,12,9,21,Maharashtra,Goa-Panaji,RATNAGIRI,17.944408543411345,73.3410438878211
212663,9,10,19,Uttar Pradesh,Kanpur,Fatehpur,25.810495024129093,80.63463664992165
212664,13,9,22,Uttar Pradesh,Kanpur,Fatehpur,26.020967099738616,80.70106949577462
416531,11,7,18,Maharashtra,Goa-Panaji,SINDHUDURG,16.005885979385607,73.9498530400916
212665,10,5,15,Uttar Pradesh,Kanpur,Fatehpur,26.141622396376423,80.58639381930834
392040,12,10,22,Gujarat,Vadodara,Bharuch,21.9946412269302,72.62168874192592
415209,8,8,16,Maharashtra,Pune,Karad,17.304170995817966,74.01646452540938
415208,12,5,17,Maharashtra,Goa-Panaji,RATNAGIRI,17.978763966322393,73.12353935007968
415207,8,6,14,Maharashtra,Pune,Karad,17.404335892855325,73.72675325685651
415206,12,7,19,Maharashtra,Pune,Karad,17.392887118053086,73.84314663795107
177601,6,8,14,Himachal Pradesh,,Hamirpur,31.70914439445847,76.66580755073373
415214,13,8,21,Maharashtra,Goa-Panaji,RATNAGIRI,18.047689251504703,73.23697433352488
415213,17,5,22,Maharashtra,Navi Mumbai,Raigad,18.04443817252199,73.30610143907984
415212,12,10,22,Maharashtra,Pune,Karad,17.30478950287151,74.00794382227866
415211,10,7,17,Maharashtra,Pune,Karad,17.300155931561594,73.9445630102128
584120,10,2,12,Karnataka,North Karnataka,Raichur,16.0802996064307,76.7720673592892
572139,8,7,15,Karnataka,South Karnataka,Tumakuru,13.832147290546429,76.81405936701947
572138,8,11,19,Karnataka,South Karnataka,Tumakuru,13.553120131692294,77.0930779464432
572137,6,9,15,Karnataka,South Karnataka,Tumakuru,13.75505386636994,76.93101952978476
572136,5,7,12,Karnataka,South Karnataka,Tumakuru,14.217652310256598,77.3894939223781
572135,12,4,16,Karnataka,South Karnataka,Tumakuru,13.936344204004147,76.88169541998582
572134,10,7,17,Karnataka,South Karnataka,Tumakuru,13.038648810074756,76.9313057600564
572133,10,11,21,Karnataka,South Karnataka,Tumakuru,13.838439135649443,77.21129935599613
572132,9,10,19,Karnataka,South Karnataka,Tumakuru,13.683087298625649,77.2091158930326
572142,9,8,17,Karnataka,South Karnataka,Tumakuru,12.996918904716424,76.86709010495409
572141,6,4,10,Karnataka,South Karnataka,Tumakuru,14.268748971829941,77.19245740496692
572140,12,6,18,Karnataka,South Karnataka,Tumakuru,13.35585770934975,77.24984674727071
585448,10,10,20,Karnataka,North Karnataka,Bidar,18.38134795365529,77.31600107357336
584118,6,10,16,Karnataka,North Karnataka,Raichur,16.10896249161224,77.15275112216355
584115,5,6,11,Karnataka,North Karnataka,Raichur,16.205027470475255,76.66702664646205
585446,11,11,22,Karnataka,North Karnataka,Bidar,17.963112103632106,77.16893331586633
585447,8,10,18,Karnataka,North Karnataka,Bidar,17.75338159891172,77.48352373543679
584116,7,8,15,Karnataka,North Karnataka,Raichur,16.335884993211195,76.80860008412259
585444,13,10,23,Karnataka,North Karnataka,Bidar,18.062389902411013,77.35046370675906
584113,8,5,13,Karnataka,North Karnataka,Raichur,16.33682046108943,77.15082257542932
585445,11,10,21,Karnataka,North Karnataka,Bidar,17.695640812408172,76.78138100295911
584111,9,12,21,Karnataka,North Karnataka,Raichur,16.418222181044126,76.95726413698986
585443,3,11,14,Karnataka,North Karnataka,Bidar,18.259835846612177,77.28616901308487
175051,8,2,10,Himachal Pradesh,,Mandi,31.865222904789338,76.71288401075523
584132,10,8,18,Karnataka,North Karnataka,Raichur,15.770151671958756,76.54691412491141
175050,8,9,17,Himachal Pradesh,,Mandi,31.822978778212583,76.7013110327073
175052,11,8,19,Himachal Pradesh,,Mandi,31.73200527631896,76.89085585497064
222004,9,12,21,Uttar Pradesh,Varanasi,Jaunpur,25.842280719777783,82.62253207140702
222002,4,7,11,Uttar Pradesh,Varanasi,Jaunpur,25.74197831942133,82.684763518445
222003,12,10,22,Uttar Pradesh,Varanasi,Jaunpur,25.83520141244343,82.70505308919152
246001,14,8,22,Uttarakhand,,Pauri,30.149179795274467,78.77923285905572
175048,11,8,19,Himachal Pradesh,,Mandi,31.548799759683263,77.19141077382672
584128,6,6,12,Karnataka,North Karnataka,Raichur,15.74898909773033,76.74277085853346
175047,7,10,17,Himachal Pradesh,,Mandi,31.48102621300393,77.24186253576298
584129,9,14,23,Karnataka,North Karnataka,Raichur,16.169929895446412,76.96147911252994
584126,12,7,19,Karnataka,North Karnataka,Raichur,16.372462841696763,77.05278518650145
175049,5,8,13,Himachal Pradesh,,Mandi,31.6737014695636,76.7990934022375
584127,11,4,15,Karnataka,North Karnataka,Raichur,16.187530821543,76.39052496436575
584124,13,11,24,Karnataka,North Karnataka,Raichur,15.927207434619229,76.60202827202515
584125,6,4,10,Karnataka,North Karnataka,Raichur,15.985755205300158,76.42457546288293
175046,9,12,21,Himachal Pradesh,,Mandi,31.405519052736338,77.10626733653578
584122,16,13,29,Karnataka,North Karnataka,Raichur,16.103568679980487,76.5257956739305
584123,15,7,22,Karnataka,North Karnataka,Raichur,15.983420906188634,77.00243016395326
175045,10,4,14,Himachal Pradesh,,Mandi,31.520985528999226,77.00517124236572
584143,7,8,15,Karnataka,North Karnataka,Raichur,15.87079999163959,76.8771601983109
584140,10,5,15,Karnataka,North Karnataka,Raichur,15.995548526344402,77.41238258146926
741509,6,5,11,West Bengal,Kolkata,Nadia South,23.419183996969025,88.67692760592571
741507,7,14,21,West Bengal,Kolkata,Nadia South,23.39365000160577,88.72760575310534
741508,12,10,22,West Bengal,Kolkata,Nadia South,23.49331147232763,88.69917637638744
741505,7,10,17,West Bengal,Kolkata,Nadia South,23.36588100691344,88.59958620735829
741506,9,10,19,West Bengal,Kolkata,Nadia South,23.454584743246905,88.68564811209997
741503,7,11,18,West Bengal,Kolkata,Nadia South,23.462691563398508,88.76802683167323
741504,11,5,16,West Bengal,Kolkata,Nadia South,23.251582426831312,88.69576020195449
741501,8,16,24,West Bengal,Kolkata,Nadia South,23.24842360244771,88.63361232352129
741502,10,9,19,West Bengal,Kolkata,Nadia South,23.345608420576625,88.65927808199456
584139,10,8,18,Karnataka,North Karnataka,Raichur,16.293909556623863,76.64576720428101
523190,13,5,18,Andhra Pradesh,Vijayawada,Prakasam,15.895110627799644,80.17925467816113
584138,8,6,14,Karnataka,North Karnataka,Raichur,15.936906122629201,76.76579833052995
584135,11,12,23,Karnataka,North Karnataka,Raichur,16.316731018592563,77.45339510681083
584136,12,5,17,Karnataka,North Karnataka,Raichur,16.209590159402882,77.14324179233294
584133,16,9,25,Karnataka,North Karnataka,Raichur,16.092348178471905,77.4236443533887
584134,11,12,23,Karnataka,North Karnataka,Raichur,16.292073638884883,77.28816244053095
175075,9,6,15,Himachal Pradesh,,Mandi,31.779561582865465,76.99484345298607
572168,8,6,14,Karnataka,South Karnataka,Tumakuru,13.277967144718838,77.19763207072492
535183,12,9,21,Andhra Pradesh,Visakhapatnam,Vizianagaram,17.909042841050198,83.15787230694882
572175,9,12,21,Karnataka,South Karnataka,Tumakuru,13.682703938861987,77.30842556582878
632202,9,7,16,Tamilnadu,Chennai City,Vellore,12.997706683003601,79.06012569096944
632201,8,11,19,Tamilnadu,"Western , Coimbatore",Tirupattur,12.96042887943851,78.99168814580685
416503,13,8,21,Maharashtra,Goa-Panaji,Kolhapur,16.115856253873524,74.33211029891316
416502,10,9,19,Maharashtra,Goa-Panaji,Kolhapur,16.212196717755944,74.35119762643566
416501,5,4,9,Maharashtra,Goa-Panaji,Kolhapur,16.250030244367146,74.41472121933468
560110,9,8,17,Karnataka,Bengaluru HQ,Bengaluru South,12.95039075784706,77.4785434406811
175020,10,7,17,Himachal Pradesh,,Mandi,31.954134176792614,76.86681522652809
560111,11,6,17,Karnataka,Bengaluru HQ,Bengaluru South,12.901550787033523,77.56307291221302
560112,6,8,14,Karnataka,Bengaluru HQ,Bengaluru West,12.973730501817945,77.45692511037755
560113,5,7,12,Karnataka,Bengaluru HQ,Bengaluru East,13.037232603660552,77.66237344510142
560114,10,8,18,Karnataka,Bengaluru HQ,Bengaluru South,12.873597826918564,77.62681341106858
560115,13,6,19,Karnataka,Bengaluru HQ,Bengaluru East,13.025305475705267,77.76427132643626
560116,13,13,26,Karnataka,Bengaluru HQ,Bengaluru South,12.782356935334914,77.50426008264157
560117,9,4,13,Karnataka,Bengaluru HQ,Bengaluru East,12.957822682316316,77.82866427101997
632204,12,7,19,Tamilnadu,Chennai City,Vellore,12.975525641563173,79.01997322596954
560119,4,7,11,Karnataka,Bengaluru HQ,Bengaluru East,13.154346080124476,77.55882468245815
632203,7,12,19,Tamilnadu,"Western , Coimbatore",Tirupattur,13.00533760142567,78.98393725413453
632209,7,11,18,Tamilnadu,"Western , Coimbatore",Tirupattur,12.96917734936761,78.96070792801811
175019,10,11,21,Himachal Pradesh,,Mandi,31.562436994731172,76.91319561755444
175018,10,8,18,Himachal Pradesh,,Mandi,31.490722333257054,76.88286526180521
585404,12,8,20,Karnataka,North Karnataka,Bidar,17.92376771515601,77.4179258674927
175015,6,11,17,Himachal Pradesh,,Mandi,31.92955432433167,76.79758078082729
175014,9,9,18,Himachal Pradesh,,Mandi,31.844596798156438,76.8125134853276
175017,9,8,17,Himachal Pradesh,,Mandi,31.40572307919363,76.90026059663762
585402,11,6,17,Karnataka,North Karnataka,Bidar,18.005103003634616,77.48720106908992
585403,12,7,19,Karnataka,North Karnataka,Bidar,17.914578579341516,77.57132833459973
175016,11,10,21,Himachal Pradesh,,Mandi,31.922368077349017,76.71756732653365
175011,9,5,14,Himachal Pradesh,,Mandi,31.378086349701086,77.27109742804237
175010,10,4,14,Himachal Pradesh,,Mandi,31.319933002485964,77.15336963860837
585401,10,3,13,Karnataka,North Karnataka,Bidar,17.91845455648493,77.5105642668162
175013,7,7,14,Himachal Pradesh,,Mandi,32.07172017292843,76.86731979502538
175012,7,9,16,Himachal Pradesh,,Mandi,31.886049331847936,76.92921425399688
572107,10,11,21,Karnataka,South Karnataka,Tumakuru,13.38003933825043,77.01204703204203
572106,7,5,12,Karnataka,South Karnataka,Tumakuru,13.415106106923243,77.13686657339453
572105,7,11,18,Karnataka,South Karnataka,Tumakuru,13.32637598602604,77.07642274035695
572104,6,4,10,Karnataka,South Karnataka,Tumakuru,13.330484604774757,77.15644273138008
572103,9,13,22,Karnataka,South Karnataka,Tumakuru,13.333239918509332,77.12534192971958
572102,8,6,14,Karnataka,South Karnataka,Tumakuru,13.32358686269873,77.11325412207313
572101,13,8,21,Karnataka,South Karnataka,Tumakuru,13.340897269299324,77.09492152124884
332411,12,8,20,Rajasthan,,Sikar,27.437225521317718,75.48668480884344
175008,12,12,24,Himachal Pradesh,,Mandi,31.610969473541136,76.87996227819524
585419,7,7,14,Karnataka,North Karnataka,Bidar,17.7992206921528,76.81630063080615
175007,12,10,22,Himachal Pradesh,,Mandi,31.650064139055857,76.74157844826921
585417,12,4,16,Karnataka,North Karnataka,Bidar,18.22863232187928,77.206264307232
585418,11,8,19,Karnataka,North Karnataka,Bidar,17.88481027504614,77.13853431117143
175009,8,5,13,Himachal Pradesh,,Mandi,31.286518713140175,77.09374730066656
272301,7,4,11,Uttar Pradesh,Gorakhpur,Basti,26.622062931307696,82.6659118064726
175004,12,10,22,Himachal Pradesh,,Mandi,31.59635629752163,76.75730393641815
272302,8,4,12,Uttar Pradesh,Gorakhpur,Basti,26.715478754741895,82.66583329437688
175003,10,7,17,Himachal Pradesh,,Mandi,31.76823658951369,76.85231284869415
585416,14,8,22,Karnataka,North Karnataka,Bidar,18.05573113844578,76.99687544766442
175006,12,8,20,Himachal Pradesh,,Mandi,31.636132099542422,76.96507638742936
585413,10,10,20,Karnataka,North Karnataka,Bidar,17.981294081275568,77.29739689602934
585414,17,5,22,Karnataka,North Karnataka,Bidar,17.86254432857727,77.28554665585304
175005,11,6,17,Himachal Pradesh,,Mandi,31.8015250218102,77.04033851225887
585411,15,6,21,Karnataka,North Karnataka,Bidar,18.095714761900055,77.12349702249765
585412,7,10,17,Karnataka,North Karnataka,Bidar,17.69480561724491,77.22443770418528
176330,7,6,13,Himachal Pradesh,,Chamba,32.71168843716673,75.95775592621656
175002,14,12,26,Himachal Pradesh,,Mandi,31.550636810265246,76.87751899091712
175001,15,8,23,Himachal Pradesh,,Mandi,31.71795647699309,76.94485060486757
175040,15,9,24,Himachal Pradesh,,Mandi,31.801874141423657,76.77436515876718
175042,8,10,18,Himachal Pradesh,,Mandi,31.687523930423495,76.70798325716757
306119,8,6,14,Rajasthan,Jodhpur,Pali,25.48117485883627,73.35737082135557
332406,4,10,14,Rajasthan,,Sikar,27.41462905982463,75.2012449997176
572119,11,7,18,Karnataka,South Karnataka,Tumakuru,13.504639202888962,76.45596504058692
572118,13,6,19,Karnataka,South Karnataka,Tumakuru,13.26816351541852,77.06572602917072
572117,9,10,19,Karnataka,South Karnataka,Tumakuru,13.470940824785604,76.89017723133446
332403,10,6,16,Rajasthan,,Sikar,27.507890514055664,75.26304391227005
572116,10,8,18,Karnataka,South Karnataka,Tumakuru,14.087814466745632,77.12432298557611
332402,12,11,23,Rajasthan,,Sikar,27.48901637725857,75.37715745313886
332405,10,10,20,Rajasthan,,Sikar,27.586577320386983,75.33281721135153
572115,14,7,21,Karnataka,South Karnataka,Tumakuru,13.684527326344293,76.73777876868391
572114,11,11,22,Karnataka,South Karnataka,Tumakuru,13.309621886256817,76.63794197267242
332404,10,5,15,Rajasthan,,Sikar,27.35287134835228,75.53898292331685
