courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.92,3,7,1,0,6,2,0,1550,0,1
0.99,5,7,1,1,5,2,0,1374,0,1
0.99,5,6,1,1,13,1,0,2153,0,1
0.20,5,3,1,0,1,4,0,2237,0,1
0.31,5,4,1,1,0,2,1,163,0,0
0.04,2,4,1,1,7,1,0,2312,0,0
0.36,5,10,1,1,4,4,1,1871,0,1
0.35,4,14,0,1,10,1,0,33,0,0
0.48,3,8,1,1,11,2,0,1344,0,0
0.09,4,13,1,1,14,1,0,1254,0,0
0.07,5,0,0,1,12,4,1,1416,0,1
0.13,4,14,1,0,11,4,0,1842,0,1
0.28,4,0,1,1,14,1,0,1043,0,0
0.27,4,8,0,1,9,4,0,764,0,1
0.34,1,14,1,1,9,1,1,2164,1,1
0.71,5,4,1,0,0,3,0,497,0,1
1.00,1,10,1,0,10,4,1,50,0,1
1.00,1,2,1,0,14,2,0,1126,0,0
0.11,4,8,1,1,0,3,1,898,0,1
0.15,2,12,1,0,1,1,0,1015,0,0
0.95,1,12,1,0,13,2,1,1168,0,1
0.56,2,10,1,1,3,2,1,458,0,0
0.27,4,2,1,1,9,4,0,544,0,0
0.89,2,9,1,0,14,3,0,420,0,0
0.53,1,9,1,1,7,4,0,1260,0,1
0.42,4,13,1,0,13,4,0,50,0,0
0.93,1,9,1,1,11,4,0,224,0,0
0.41,3,5,1,1,4,4,0,213,0,0
0.45,2,10,1,1,11,3,0,351,0,0
0.65,2,1,1,1,6,4,0,1333,0,0
0.10,3,2,1,0,10,3,0,2133,0,1
0.48,2,1,0,1,2,4,0,1948,0,0
0.75,3,5,0,1,9,3,0,294,0,1
0.10,2,4,1,1,5,2,0,1957,0,0
0.36,1,13,0,1,4,3,0,1839,0,0
0.69,4,13,1,1,10,1,0,1731,0,1
0.86,4,4,0,1,11,4,0,543,0,1
0.09,3,8,1,0,5,4,0,1516,0,0
0.54,1,4,1,0,4,2,0,2476,1,0
0.10,1,13,0,0,11,1,0,1745,0,1
0.30,5,6,1,1,12,2,0,1844,1,1
0.98,5,4,0,1,0,1,1,26,0,1
0.51,2,10,1,1,2,1,0,1653,0,0
0.11,3,1,1,1,3,1,0,658,0,0
0.36,2,11,1,1,11,2,0,995,1,0
0.73,5,10,0,1,14,2,0,1388,0,1
0.43,4,10,1,1,6,3,0,672,0,0
0.88,4,4,1,1,12,4,0,1802,0,0
0.16,3,0,1,0,11,3,0,155,0,0
0.35,4,6,1,1,13,1,0,615,0,1
0.05,5,11,0,1,10,1,0,1563,0,0
0.45,5,7,1,0,6,4,0,240,0,0
0.39,1,1,0,1,13,4,1,1690,0,0
0.65,3,2,0,1,9,2,0,1864,0,1
0.08,2,3,1,1,6,4,0,1614,0,0
0.11,5,8,1,1,5,4,0,431,0,0
0.43,4,14,1,1,6,4,0,1262,0,0
0.49,3,5,1,1,7,1,0,964,0,0
0.08,4,2,1,1,5,3,0,881,0,0
0.96,5,3,1,0,11,2,0,2030,0,1
0.21,3,7,0,0,8,2,0,1843,0,1
0.76,5,0,0,0,11,4,0,924,0,1
0.84,5,11,1,1,11,3,0,1139,0,1
0.70,3,4,0,1,14,1,0,2284,0,1
0.06,3,14,1,1,4,4,0,1398,0,0
0.82,2,0,1,1,6,4,0,452,0,0
0.93,4,7,1,1,1,1,0,467,0,0
0.75,3,9,1,0,13,3,1,1297,0,1
0.82,1,8,0,0,9,4,0,58,0,1
0.76,3,12,1,1,5,1,0,1364,0,0
0.89,4,3,0,0,10,4,0,1731,1,1
0.61,1,4,1,1,13,2,0,1232,1,0
0.06,2,14,1,1,4,2,0,46,0,0
0.09,4,14,1,0,2,4,0,862,0,1
0.72,3,3,1,0,13,2,0,1185,0,0
0.75,5,5,1,1,10,4,0,458,0,0
0.22,5,6,1,1,0,3,0,825,0,0
0.25,5,12,1,1,14,1,0,1019,0,0
0.07,4,12,1,1,7,4,0,653,0,1
0.24,4,3,1,1,8,1,0,1387,1,0
0.93,5,11,1,0,1,1,0,2432,0,1
0.97,5,11,1,0,1,4,0,1646,1,1
0.83,2,1,1,1,10,4,0,680,0,0
0.36,2,3,1,1,4,3,0,806,0,0
0.40,2,6,1,1,12,4,0,1801,0,0
0.17,5,4,1,1,10,1,0,1757,1,0
0.86,5,9,1,1,11,2,0,2298,0,0
0.93,2,5,0,1,13,1,1,1934,1,1
0.71,2,7,0,0,13,3,1,2049,0,1
0.16,1,14,1,1,11,4,0,2359,0,0
0.56,3,2,1,1,3,2,1,1617,0,0
0.82,2,13,1,1,7,4,0,1193,0,1
0.99,3,10,1,1,9,2,0,1275,0,1
0.80,1,10,1,1,6,4,0,1982,0,1
0.30,5,10,1,0,14,2,0,1403,0,1
0.51,5,4,1,0,11,4,0,1424,0,0
0.37,3,8,1,1,2,2,1,2210,0,1
0.43,1,10,1,1,4,2,0,473,0,0
0.61,1,7,1,1,12,1,1,1857,0,1
0.15,3,11,1,0,9,2,0,32,1,1
0.90,2,5,0,1,1,3,0,645,0,0
0.70,5,4,1,1,11,1,0,488,1,1
0.26,4,8,0,1,9,3,0,1056,0,1
0.22,1,7,1,0,13,2,0,2246,1,1
0.99,5,9,0,1,0,1,0,1175,0,1
0.43,2,2,1,0,9,4,0,2129,0,0
0.16,5,11,0,1,13,4,1,493,0,1
0.38,4,0,1,1,14,1,0,2365,0,0
0.46,3,1,1,1,14,2,0,1521,1,1
0.45,5,10,0,1,5,4,0,1111,0,1
0.55,5,6,1,1,0,4,0,977,1,1
0.77,2,2,1,0,12,4,1,2174,0,1
0.37,3,0,0,0,9,4,1,1848,0,1
0.86,4,11,1,1,6,4,0,864,0,1
0.76,5,11,1,0,0,3,0,1326,0,1
0.04,1,6,1,0,11,1,0,1897,0,0
0.73,4,8,1,1,12,4,0,219,0,1
0.77,4,1,1,1,4,2,0,2167,1,1
0.13,2,0,0,1,1,3,0,1097,0,0
0.13,4,14,1,1,14,2,0,1241,0,0
0.64,4,11,0,0,11,4,0,473,1,1
0.44,3,1,0,0,6,2,0,983,1,1
0.91,4,11,1,1,12,2,0,1984,0,1
0.66,2,0,1,0,10,1,0,1746,1,0
0.92,4,2,1,0,14,3,0,1869,0,1
0.32,2,10,1,1,3,2,0,129,0,0
0.83,1,6,0,1,12,3,0,1029,0,1
0.76,5,11,1,0,8,1,0,1768,0,1
0.17,1,4,1,1,6,3,0,1037,0,0
0.53,3,11,1,0,2,4,1,2481,0,1
0.80,5,9,1,0,1,2,0,1242,0,1
0.59,5,5,1,1,5,1,0,553,0,0
0.30,2,3,0,1,7,4,0,727,1,1
0.30,2,6,1,0,8,3,0,1497,0,0
0.60,5,6,1,0,6,3,0,1647,0,1
0.16,1,3,1,1,5,3,1,256,0,0
0.67,2,2,1,1,6,2,1,173,0,0
0.91,5,7,1,1,0,2,0,1178,0,1
0.47,5,11,0,1,9,3,0,1688,0,1
0.43,2,12,1,1,6,4,0,2047,0,0
0.22,5,1,1,1,4,2,0,2452,0,0
0.82,3,5,1,1,2,1,1,598,0,1
0.02,5,11,1,0,12,3,0,295,0,0
0.34,5,1,1,1,2,3,0,2248,0,0
0.81,3,0,1,1,3,4,0,1107,0,1
0.67,3,6,0,1,4,1,0,251,1,1
0.55,5,0,1,1,3,1,0,1031,1,0
0.38,1,3,1,1,0,3,0,747,0,0
0.80,1,9,1,1,13,3,1,369,1,1
0.39,1,5,1,1,14,3,0,812,0,0
0.11,1,3,1,1,8,2,0,190,0,0
0.47,4,13,0,1,5,1,0,642,0,0
0.57,4,7,1,1,3,3,0,2391,0,0
0.90,1,1,1,1,9,4,0,881,1,1
0.65,3,3,1,1,2,3,1,2225,0,1
0.29,4,10,1,1,10,2,1,989,0,1
0.16,1,2,1,1,1,2,0,144,0,0
0.17,5,8,0,0,13,1,0,1876,0,1
0.37,5,14,1,1,13,4,1,283,0,0
0.80,4,13,1,1,6,3,0,1085,0,1
0.35,4,7,1,1,1,3,0,2234,0,0
0.97,3,10,1,0,7,1,1,2417,0,1
0.08,5,3,1,0,12,3,1,1795,0,1
0.64,3,0,1,1,13,3,0,865,0,1
0.53,1,12,1,1,2,4,0,16,1,0
0.77,5,9,1,1,1,2,0,785,0,0
0.79,3,13,1,1,5,3,1,569,1,1
0.23,1,14,1,1,6,3,0,948,0,0
0.70,2,2,0,0,14,4,0,831,0,0
1.00,3,0,1,0,8,3,0,1251,1,1
0.37,4,12,1,0,4,2,0,139,0,0
0.15,4,9,1,1,9,2,0,293,0,0
0.39,2,3,1,0,13,4,0,726,0,0
0.46,1,12,0,1,5,1,0,2465,0,1
0.49,2,5,1,1,7,1,0,2016,1,1
0.24,5,8,1,0,10,1,0,1201,0,0
0.55,1,7,1,0,7,2,0,1837,0,0
0.68,2,4,1,1,9,3,0,458,0,0
0.28,1,9,0,1,14,4,0,1863,0,1
0.63,1,8,1,1,14,1,0,374,0,0
0.08,1,0,1,1,14,1,0,124,1,0
0.01,4,6,0,1,3,2,0,1556,0,0
0.35,3,6,1,1,2,3,0,1819,1,1
0.27,2,1,0,1,7,1,0,1909,0,0
0.54,5,6,0,0,5,4,0,551,0,1
0.78,5,9,1,1,9,4,0,1750,0,1
0.64,2,4,1,1,2,3,1,985,0,0
0.67,2,3,1,0,6,3,1,257,0,1
0.10,2,8,1,1,0,2,0,2372,0,0
0.35,2,5,1,1,8,4,0,2411,0,0
0.67,4,12,1,0,6,4,0,940,0,1
0.92,1,10,1,0,3,1,0,1752,0,0
0.54,3,8,1,1,14,4,1,138,0,1
0.34,3,11,1,1,4,2,1,2000,0,0
0.02,5,10,0,1,10,2,1,871,1,1
0.17,4,1,0,1,11,2,0,1041,0,0
0.43,2,10,1,1,5,3,0,1436,0,0
0.37,4,10,1,0,9,2,0,1750,1,1
0.99,1,2,1,1,14,1,1,985,0,1
0.73,4,6,0,1,5,2,0,2166,0,1
0.33,1,4,1,1,8,4,0,1450,0,0
0.68,1,10,1,1,0,1,0,1751,0,0
0.09,4,5,1,0,5,1,0,119,0,0
0.52,3,9,1,0,0,2,0,1368,0,0
0.30,2,8,1,1,1,2,0,620,0,0
0.25,1,6,1,1,10,3,0,1795,1,1
0.47,5,7,1,1,14,3,0,2221,0,1
0.66,4,12,1,1,9,3,1,1047,0,1
0.96,2,2,1,0,7,4,1,2120,0,1
0.39,5,4,1,0,4,2,0,329,0,0
0.21,1,2,1,1,5,3,0,1240,0,0
0.32,2,1,0,1,0,2,0,1082,0,0
0.20,1,1,1,1,10,4,0,745,1,0
0.61,5,14,1,1,12,1,1,2183,0,1
0.26,2,12,1,0,5,4,0,1630,0,0
0.16,4,0,0,1,13,2,0,1817,0,0
1.00,3,2,1,1,8,4,0,954,0,1
0.02,4,12,1,1,12,2,1,1734,0,0
0.64,1,2,1,1,12,2,0,583,0,0
0.42,5,12,1,0,13,4,0,1642,0,0
0.46,1,5,0,1,11,2,0,21,0,0
0.57,4,13,0,1,0,3,0,1299,0,1
0.07,3,5,0,1,11,1,0,1330,1,1
0.01,4,2,0,1,5,3,0,93,0,0
0.91,5,8,0,0,4,2,0,1576,0,1
0.75,5,4,1,1,5,2,0,848,0,0
0.30,1,6,1,0,13,1,0,45,0,0
0.54,5,1,1,1,5,2,0,838,0,0
0.53,4,5,1,0,14,2,0,2000,0,0
0.09,1,4,1,1,12,4,0,2339,0,0
0.28,1,4,1,1,14,4,1,1856,0,0
0.96,3,9,1,1,14,1,0,1761,0,1
0.01,3,6,1,0,6,4,0,1050,0,1
0.95,3,14,0,0,2,4,0,15,0,1
0.09,2,13,1,0,11,2,1,855,0,0
0.78,5,2,0,0,7,4,0,899,1,1
0.75,3,6,1,1,10,3,0,1398,0,1
0.63,3,0,1,1,12,3,0,482,0,1
0.08,3,13,1,0,9,1,1,2409,0,1
0.14,5,9,1,1,6,3,0,2169,0,1
0.98,1,1,1,0,1,2,1,1448,0,0
0.22,4,10,1,1,3,1,0,742,0,0
0.09,3,9,1,0,6,2,0,796,0,1
0.58,4,8,1,1,2,4,0,73,0,0
0.14,4,8,1,1,2,4,0,954,0,0
0.97,2,0,0,1,7,1,0,2450,0,1
0.55,1,10,1,1,0,1,0,1936,0,0
0.82,5,11,1,1,11,2,0,2104,0,0
0.40,5,1,1,1,12,3,1,1508,0,1
0.49,1,4,1,0,4,3,0,433,0,0
0.81,4,1,1,0,13,4,0,2407,1,1
0.23,2,14,1,0,4,2,0,550,1,0
0.51,4,11,0,1,1,2,0,492,0,0
0.52,2,2,1,0,14,4,0,1316,0,0
0.78,2,9,1,1,2,1,0,1374,1,0
0.17,4,13,1,1,2,2,0,650,0,0
0.46,1,6,1,0,6,1,0,2411,0,0
0.64,5,4,1,1,14,4,0,1307,0,1
0.45,5,7,1,1,4,4,0,441,1,0
0.34,2,2,1,0,9,2,0,232,0,0
0.12,4,3,0,0,1,2,0,597,1,0
0.88,3,4,1,0,1,3,0,1741,0,1
0.17,5,6,1,1,9,3,1,371,0,1
0.26,1,3,1,0,10,1,0,2352,0,0
0.19,4,12,1,1,12,1,1,982,0,0
0.25,5,12,1,1,14,2,0,752,1,0
0.06,3,5,1,1,10,1,0,2063,0,0
0.53,5,3,1,0,3,4,0,2321,0,1
0.33,3,0,1,1,7,2,0,506,0,0
0.59,3,6,0,0,4,2,0,1845,0,0
0.53,1,2,1,1,5,1,0,1812,0,0
0.37,3,13,1,1,2,4,0,584,0,0
0.63,5,2,1,1,1,3,0,1720,0,0
0.06,2,8,1,1,2,4,0,1010,0,0
0.66,1,8,1,1,9,1,0,2223,0,0
0.63,4,10,0,1,5,2,0,1583,0,0
0.16,1,6,0,1,13,1,0,2051,0,1
0.94,5,1,0,0,9,1,0,373,0,1
0.66,5,5,1,1,2,3,1,2239,1,1
0.19,4,6,1,1,5,3,0,1292,0,1
0.84,2,14,1,1,14,1,0,2006,0,1
0.93,1,4,0,1,11,2,0,2431,0,0
0.45,5,9,1,1,11,1,1,491,0,1
0.83,4,7,1,0,0,1,0,1030,0,1
0.83,1,9,1,1,12,3,1,1992,0,1
0.77,1,1,1,0,4,3,0,1743,1,1
0.25,4,5,1,1,5,3,0,1195,1,0
0.21,1,5,1,1,14,4,0,2168,0,0
0.33,5,7,1,1,13,4,0,1224,0,1
0.96,3,14,1,0,2,2,1,1370,0,1
0.20,5,0,1,1,4,2,0,1463,0,0
0.89,5,3,1,1,12,2,1,1520,0,1
0.25,2,10,1,1,14,4,1,1949,1,1
0.93,3,5,0,0,12,2,0,389,1,1
0.72,5,7,1,1,10,1,0,2315,1,1
0.62,4,1,1,1,8,4,0,776,0,0
0.56,1,2,1,1,7,1,1,1350,0,0
0.84,5,14,1,1,1,2,1,1793,0,1
0.15,1,1,1,0,14,2,0,2428,0,0
0.76,5,10,1,1,3,4,0,1645,0,1
0.78,3,7,1,1,12,4,0,381,0,1
0.98,4,1,1,0,7,4,0,873,1,1
0.91,4,9,1,1,12,1,0,1284,0,1
0.16,1,9,1,1,9,3,0,124,0,0
0.54,2,14,0,1,9,3,1,169,0,1
0.45,2,1,1,0,4,3,0,650,0,0
0.30,3,6,1,1,8,3,0,583,0,0
0.14,4,5,0,0,12,4,1,1765,0,1
0.98,5,8,1,1,5,1,0,1917,0,0
0.46,4,4,1,1,3,3,0,744,1,1
0.55,5,8,1,0,7,1,0,1932,0,1
0.89,4,9,1,1,10,1,0,1446,1,1
0.85,4,3,1,0,7,2,0,205,0,0
0.11,4,12,0,0,1,3,0,1093,0,1
0.30,1,13,0,1,0,3,0,248,1,0
0.30,4,7,1,0,0,4,1,1106,1,1
0.48,2,13,0,1,12,1,0,904,0,0
0.28,3,11,1,1,1,3,0,2050,0,0
0.44,3,5,1,1,2,2,0,2023,0,0
0.23,1,8,0,1,12,1,0,1337,1,0
1.00,1,14,0,0,1,2,0,1789,0,1
0.29,2,5,0,1,3,2,1,865,1,0
0.58,1,11,0,1,6,1,0,586,0,0
0.72,1,12,1,1,5,4,0,758,0,0
0.07,4,3,1,0,7,3,1,915,0,1
0.02,1,12,0,0,3,4,0,2113,0,1
0.37,4,1,1,1,8,4,0,1090,0,0
0.27,5,6,1,1,6,1,0,2198,0,0
0.95,5,5,1,1,12,3,0,983,0,1
0.19,1,13,1,1,14,1,0,406,0,1
0.67,3,4,1,1,9,1,0,2259,0,1
0.45,4,11,1,1,8,1,0,1672,0,0
0.80,3,11,0,1,2,1,0,756,0,1
0.98,1,3,1,1,5,3,0,2370,1,0
0.51,3,2,0,1,6,1,0,522,0,0
0.86,3,3,0,1,9,2,0,750,0,0
0.69,4,3,0,1,4,3,1,348,0,1
0.26,5,4,1,0,6,3,0,2431,0,1
0.24,1,7,0,1,3,4,0,853,0,0
0.50,3,1,1,1,9,1,0,1401,0,1
0.30,3,4,1,1,1,3,0,668,0,0
0.98,2,9,0,0,10,4,1,1113,0,1
0.55,1,7,1,1,7,4,0,387,0,0
0.38,1,12,0,1,10,4,0,2100,0,0
0.67,2,13,1,1,6,3,1,2279,0,1
0.90,3,11,0,1,2,4,0,640,0,1
0.17,4,5,1,1,14,4,0,2362,0,0
0.17,3,13,1,0,5,4,0,1273,0,1
0.37,4,14,1,1,11,3,0,2248,0,0
0.88,5,12,1,0,8,2,0,1988,1,1
0.02,2,13,1,0,4,2,0,1528,0,0
0.91,4,10,1,0,14,3,0,19,0,1
0.96,1,10,0,1,13,2,0,1307,0,1
0.38,3,6,1,1,9,3,0,2440,0,1
0.82,3,6,1,0,12,4,0,2346,0,1
0.21,2,0,1,1,5,4,0,960,0,0
0.31,1,1,1,1,14,1,0,1314,0,0
0.77,1,4,1,1,12,3,0,298,1,1
0.48,2,1,1,0,3,4,1,516,1,1
0.73,3,14,1,1,7,1,0,1968,0,1
0.76,1,7,1,0,14,3,0,304,0,0
0.26,2,5,1,1,2,3,0,2096,0,0
0.41,3,9,1,1,7,1,0,1630,0,0
0.21,1,11,1,1,2,2,0,910,0,0
0.93,1,9,1,1,13,2,0,817,1,1
0.97,1,14,1,1,2,3,0,412,0,0
0.54,5,10,0,1,9,1,0,838,1,0
0.41,1,5,0,0,8,1,0,958,0,0
0.82,1,8,0,1,6,3,1,945,0,1
0.62,4,9,1,1,11,4,1,1726,0,1
0.75,5,0,1,1,8,4,0,2455,1,1
0.36,4,6,1,1,1,4,0,2040,0,0
0.20,3,12,1,1,12,4,0,108,0,0
0.50,3,7,1,1,4,2,0,672,0,0
0.85,5,13,1,1,8,1,0,865,0,0
0.38,5,2,1,1,5,4,0,1211,0,0
0.41,4,6,1,1,14,2,1,839,0,0
0.61,1,13,1,1,13,1,0,219,1,0
0.84,5,12,1,0,1,2,0,1187,0,0
0.67,2,0,1,0,11,3,0,2363,0,1
0.52,2,4,1,1,10,1,0,2407,0,0
0.84,2,5,0,1,4,2,0,2234,0,0
0.91,5,1,1,0,7,3,0,428,0,1
0.44,4,2,0,1,6,1,0,79,0,0
0.24,2,9,0,1,7,2,0,2055,0,0
0.72,5,11,1,0,1,3,0,448,0,1
0.14,4,6,1,1,14,2,1,2148,0,0
0.41,4,13,0,0,0,4,0,983,0,1
0.17,2,6,1,1,0,4,0,2043,0,0
0.28,5,9,1,1,7,4,0,300,0,0
0.06,4,0,0,1,9,4,1,2260,0,1
0.42,4,4,1,0,9,2,0,2157,0,0
0.56,3,1,0,1,1,1,0,205,0,0
0.25,2,3,1,0,2,2,0,1123,0,0
0.60,5,9,1,0,11,4,0,709,0,1
0.38,1,14,1,1,9,3,0,2192,1,1
0.97,1,8,0,1,6,2,0,355,0,0
0.08,1,13,1,1,5,2,0,1798,0,0
0.59,4,4,1,1,3,3,0,1627,0,0
0.97,5,6,1,1,2,2,0,1769,1,1
0.93,4,6,0,1,7,2,0,1325,0,1
0.99,3,8,1,1,14,4,1,293,0,1
0.80,2,7,0,1,6,4,0,856,0,0
0.47,4,0,1,1,13,1,0,167,0,0
0.70,5,12,1,1,14,3,1,1424,0,1
0.75,4,12,0,1,2,4,0,1089,1,1
0.44,2,4,0,1,6,1,0,2340,0,0
0.93,4,6,1,1,0,2,0,1116,0,0
0.26,2,4,1,1,5,2,0,357,0,0
0.97,2,9,1,0,12,2,0,496,0,0
0.42,2,10,0,0,3,2,0,1029,0,0
0.49,1,6,1,1,7,1,0,1849,0,0
0.50,3,13,1,1,9,2,0,2166,0,0
0.91,4,8,0,1,1,1,0,92,0,0
0.22,2,0,1,0,4,2,0,2341,0,0
0.26,5,2,1,0,4,3,0,2104,0,0
0.32,2,13,1,0,11,4,1,948,0,1
0.82,5,0,0,0,4,3,0,1057,0,1
0.86,1,2,0,0,9,2,0,568,0,0
0.19,1,8,1,1,7,2,1,1745,0,1
0.11,5,5,0,1,14,2,0,2404,0,0
0.86,3,8,0,1,12,3,0,1070,0,1
0.81,3,11,1,1,9,4,0,924,0,1
0.59,4,5,1,1,4,3,0,1527,0,0
0.11,3,2,1,1,9,3,0,1390,0,0
0.09,3,11,1,0,14,2,0,1493,0,0
0.63,2,5,1,1,8,1,0,95,0,0
0.03,4,2,0,0,8,3,0,998,0,1
0.44,4,4,1,1,5,3,0,523,0,0
0.68,4,6,1,1,11,3,0,474,0,0
0.97,1,3,0,0,9,2,0,1910,0,1
0.62,1,13,0,1,11,1,0,909,0,1
0.43,2,6,1,1,3,4,0,2259,0,0
0.55,4,10,1,1,0,3,0,46,1,0
0.43,3,1,1,1,4,4,0,759,0,0
0.80,5,9,0,0,0,2,1,2466,0,1
0.38,2,2,1,1,8,3,0,1780,0,0
0.81,1,2,1,0,13,3,0,423,0,0
0.66,5,12,1,0,1,2,0,1435,0,1
0.87,3,14,1,0,9,1,0,64,0,0
0.62,3,5,1,1,3,2,1,327,0,0
0.10,3,9,0,0,2,3,0,471,0,1
0.06,1,5,0,1,10,2,0,188,0,0
0.33,4,2,1,1,12,3,0,1696,0,1
0.91,3,9,1,1,4,2,0,1091,0,0
0.51,5,9,0,0,1,2,0,1557,0,0
0.31,1,9,1,1,1,1,0,1132,0,0
0.85,2,13,1,1,10,4,0,732,0,0
0.42,5,14,1,0,8,1,0,2209,0,1
0.75,5,9,1,0,6,1,0,1855,0,1
0.52,5,7,1,1,12,2,0,2136,0,0
0.08,4,2,1,1,7,4,0,741,0,0
0.38,3,11,1,1,0,2,0,1914,0,0
0.47,5,14,0,1,0,2,0,2332,0,0
0.57,3,3,1,1,7,1,1,932,0,0
0.54,4,14,1,0,7,4,0,1091,0,1
0.26,5,0,1,1,3,1,1,2126,0,0
0.62,1,14,1,1,4,4,0,1570,1,1
0.00,3,12,1,1,0,2,0,833,0,0
0.58,1,12,1,1,0,3,0,1416,0,0
0.35,3,12,1,0,14,4,0,999,0,0
0.36,3,11,1,1,11,1,0,2071,0,0
0.05,5,7,1,0,10,3,0,2283,0,1
0.08,3,2,0,1,8,2,0,1685,0,0
0.54,2,14,0,1,0,3,0,1758,0,1
0.53,2,7,1,1,12,1,1,1564,0,0
0.28,5,10,1,1,5,3,0,651,0,0
0.84,4,11,0,1,8,4,1,1306,0,1
0.57,2,0,1,1,2,1,0,371,0,0
0.88,5,4,1,1,6,1,0,1192,0,1
0.16,4,12,1,0,2,4,0,1877,0,1
0.57,1,9,1,1,3,1,1,1541,0,0
0.14,5,3,1,0,4,3,0,168,0,0
0.15,1,7,1,0,4,4,0,532,0,0
0.46,5,12,1,1,3,4,0,723,0,0
0.25,5,10,1,1,12,1,0,552,0,0
0.96,3,2,1,1,8,4,0,2284,0,1
0.60,2,2,1,0,12,1,1,1213,1,1
0.49,1,1,1,1,3,2,0,185,0,0
0.99,3,12,1,0,4,3,0,357,0,1
0.18,4,0,1,0,6,4,0,1587,0,0
0.64,3,4,0,1,3,4,0,1283,0,1
0.26,5,13,1,0,7,2,1,112,0,1
0.10,5,1,1,1,2,4,0,1421,0,0
0.66,1,1,1,0,9,3,0,680,0,1
0.75,3,3,1,1,9,4,0,1399,0,1
0.07,4,9,1,1,4,1,0,1435,0,0
0.63,5,10,1,1,12,1,0,1559,0,1
0.58,4,9,0,1,8,3,0,2274,0,1
0.71,3,9,1,1,6,4,0,734,1,1
0.00,2,2,1,0,7,1,0,535,0,0
0.76,5,13,1,0,10,1,1,2252,0,1
0.82,1,12,1,1,11,2,0,475,0,1
0.60,4,13,1,1,1,2,0,2298,0,1
0.19,1,6,1,1,0,1,1,2092,1,0
0.72,3,10,0,1,7,4,0,2058,1,1
0.04,3,14,1,1,2,2,0,339,0,0
0.69,5,12,1,1,3,4,0,1086,0,0
0.10,2,2,1,1,0,2,0,2115,0,0
0.18,5,14,0,0,6,1,0,2008,0,1
0.88,5,13,1,1,3,4,0,793,0,0
0.79,5,10,1,1,11,1,0,1994,0,1
0.61,1,10,1,0,8,3,0,1818,0,0
0.50,5,7,1,1,6,2,0,42,1,0
0.10,5,12,1,0,7,2,0,734,0,1
0.25,5,7,0,1,10,1,0,2384,1,1
0.96,3,7,1,0,0,2,1,348,1,1
0.58,3,0,0,1,11,4,0,662,0,0
0.19,5,6,1,0,14,2,0,414,0,1
0.94,2,4,1,0,6,4,1,902,0,0
0.78,4,11,0,1,4,4,0,489,0,1
0.69,5,7,1,1,5,1,0,1857,0,0
0.24,3,14,1,0,0,4,1,1880,0,1
0.86,3,8,1,0,12,2,1,2272,0,1
0.58,2,1,1,1,12,4,0,1745,0,0
0.58,3,2,1,1,4,3,0,1629,0,0
0.68,2,1,1,1,11,3,1,772,0,0
0.65,4,0,1,1,1,4,0,1587,0,0
0.06,5,2,0,1,0,4,0,1680,1,1
0.68,2,0,1,1,1,3,0,1639,0,0
0.04,2,14,1,1,8,4,0,947,0,0
0.85,4,2,1,1,12,2,0,1081,0,0
0.02,2,10,1,0,2,3,0,449,0,0
0.56,5,14,1,1,8,3,0,1252,0,0
0.88,2,13,1,1,5,1,0,1749,0,1
0.73,4,1,1,1,6,3,1,167,1,1
0.16,4,7,0,1,3,1,0,1525,0,1
0.05,5,10,1,0,7,2,0,76,0,0
0.18,5,12,1,1,6,3,1,1047,0,1
0.90,2,9,1,1,2,4,1,265,0,0
0.94,4,1,1,0,13,4,0,824,0,1
0.86,1,8,1,0,12,1,0,103,0,0
0.74,2,11,1,0,2,3,0,2136,0,1
0.56,3,4,1,0,5,4,1,2486,1,1
0.05,4,1,1,1,5,1,0,2040,0,0
0.91,1,8,1,0,2,3,0,205,0,0
0.92,2,4,1,1,9,1,0,2149,0,1
0.15,2,14,1,0,2,4,1,1099,0,0
0.13,2,10,1,1,12,2,0,889,0,0
0.17,3,6,1,0,14,2,0,157,0,1
0.26,2,7,1,0,6,3,0,1545,0,0
0.93,5,8,1,1,13,2,0,1725,0,1
0.48,4,9,1,1,4,2,0,1837,0,0
0.60,3,13,0,1,5,3,0,736,1,1
0.01,1,4,1,1,5,1,0,1106,1,0
0.00,2,9,0,1,3,2,1,1683,0,0
0.54,5,0,1,1,4,1,0,674,0,0
0.97,2,2,1,0,11,3,0,122,0,0
0.36,2,5,0,0,1,1,0,645,1,0
0.68,5,10,1,1,9,3,0,1056,1,1
0.36,4,6,1,1,6,3,1,2174,0,1
0.85,1,2,1,1,0,3,0,1495,0,0
0.77,2,3,1,1,9,1,0,113,0,0
0.01,3,2,0,1,12,3,0,686,1,1
0.86,3,5,1,1,14,1,0,2087,0,1
0.48,5,11,1,0,11,3,0,1589,0,1
0.02,1,6,1,1,12,1,0,1096,0,0
0.54,2,7,1,1,10,3,0,2002,0,0
0.84,2,12,1,0,13,2,0,1223,0,0
0.93,3,2,1,1,10,3,0,2469,0,1
0.66,4,13,1,1,7,2,0,1031,0,0
0.52,1,5,1,1,1,2,1,1708,0,0
0.48,2,5,1,1,2,2,0,1422,0,0
0.48,5,8,0,1,14,2,1,2299,0,1
0.20,4,5,1,1,12,1,0,883,0,0
