seller_age_days,verification_level,total_orders,seller_return_rate,seller_dispute_rate,wrong_item_rate,damaged_item_rate,avg_product_price,refund_before_inspection,negative_feedback_rate,seller_risk_label
1792,0,478,0.64,0.12,0.12,0.10,11261.44,0,0.39,1
1031,2,3344,0.42,0.35,0.40,0.06,12497.72,0,0.34,1
1323,1,742,0.76,0.49,0.03,0.37,5711.16,1,0.46,1
755,1,4775,0.72,0.33,0.30,0.01,454.08,1,0.33,1
287,1,1201,0.34,0.39,0.10,0.23,8795.81,0,0.22,0
13,2,1018,0.78,0.03,0.06,0.35,12449.01,1,0.20,1
791,1,1688,0.86,0.15,0.03,0.03,4242.46,1,0.30,1
1090,1,4040,0.48,0.27,0.23,0.31,5084.87,1,0.24,1
1144,0,4892,0.53,0.12,0.24,0.01,3052.08,0,0.48,1
97,2,1173,0.47,0.04,0.19,0.16,7673.41,0,0.19,0
1336,1,2723,0.44,0.11,0.16,0.20,1710.57,1,0.05,0
1256,0,1848,0.00,0.05,0.37,0.15,14949.11,0,0.10,0
1204,1,369,0.95,0.00,0.36,0.10,12869.58,1,0.51,1
1324,2,4159,0.83,0.10,0.19,0.22,13417.18,1,0.26,0
808,0,3489,0.08,0.48,0.07,0.39,3871.77,1,0.05,0
473,2,1198,1.00,0.43,0.32,0.14,6663.61,0,0.49,1
626,0,2519,0.14,0.41,0.22,0.05,9378.09,0,0.36,1
1724,2,1849,0.22,0.47,0.37,0.12,4280.54,1,0.13,0
73,1,1985,0.93,0.11,0.03,0.27,14435.44,0,0.09,1
1478,0,1597,0.29,0.22,0.18,0.10,13144.95,1,0.34,1
267,2,907,0.50,0.18,0.17,0.12,941.45,1,0.54,1
57,2,3307,0.14,0.32,0.32,0.38,9364.40,1,0.02,0
701,0,2589,0.64,0.25,0.11,0.11,13976.08,0,0.18,0
930,0,3836,0.87,0.02,0.09,0.37,1414.56,1,0.18,0
1085,0,3067,0.25,0.36,0.10,0.18,13552.83,0,0.43,1
170,0,3580,0.69,0.06,0.14,0.20,7386.12,1,0.34,1
963,1,2395,0.67,0.25,0.12,0.13,395.98,0,0.51,1
1413,2,2925,0.74,0.29,0.10,0.32,10327.62,1,0.40,1
159,0,2841,0.80,0.30,0.29,0.15,9661.68,1,0.56,1
1295,2,4828,0.52,0.25,0.16,0.08,10321.27,0,0.44,1
935,0,3555,0.75,0.11,0.13,0.37,4324.54,0,0.42,1
1393,0,3220,0.82,0.38,0.04,0.24,12246.51,1,0.05,1
1853,1,2127,0.59,0.46,0.10,0.14,12307.93,0,0.32,0
154,0,398,0.24,0.12,0.31,0.04,313.85,1,0.25,1
762,0,4089,0.10,0.04,0.35,0.33,10320.13,1,0.46,1
554,0,1483,0.65,0.37,0.13,0.10,8351.33,0,0.10,0
1261,1,3044,0.56,0.04,0.01,0.35,4341.30,0,0.21,1
953,2,1505,0.44,0.36,0.39,0.29,9306.43,0,0.21,1
563,0,2222,0.91,0.39,0.13,0.40,12021.56,1,0.12,1
526,0,3512,0.90,0.05,0.20,0.34,6383.47,1,0.53,0
905,1,2060,0.68,0.38,0.27,0.35,10903.91,1,0.04,1
1738,1,250,0.37,0.00,0.24,0.08,5365.99,0,0.55,0
604,1,4935,0.57,0.00,0.02,0.06,1202.27,0,0.28,0
1135,0,2276,0.01,0.43,0.14,0.06,13319.59,0,0.39,0
959,1,3897,0.04,0.46,0.12,0.33,6320.57,1,0.14,0
1980,1,2100,0.69,0.15,0.09,0.24,1740.95,0,0.20,0
1272,0,2511,0.04,0.25,0.37,0.06,7864.89,1,0.26,1
18,2,4282,0.37,0.34,0.11,0.21,10834.12,1,0.28,1
1023,1,1802,0.01,0.43,0.28,0.25,14935.77,1,0.45,1
1524,2,2413,0.83,0.43,0.21,0.16,7756.52,1,0.59,0
1937,2,2083,0.07,0.20,0.28,0.15,3807.26,1,0.16,0
175,1,660,0.76,0.31,0.07,0.35,1790.98,1,0.58,1
1735,1,3601,0.97,0.03,0.27,0.02,11131.77,1,0.59,1
1978,0,1501,0.97,0.15,0.09,0.32,11809.64,0,0.18,0
1838,2,2330,0.89,0.36,0.15,0.12,11929.61,0,0.02,0
901,0,2111,0.87,0.45,0.37,0.38,10524.52,0,0.34,1
1165,2,294,0.53,0.14,0.23,0.35,13717.24,1,0.29,0
940,2,3916,0.19,0.36,0.02,0.24,3678.72,1,0.39,1
719,1,845,0.65,0.25,0.06,0.20,10148.83,0,0.12,0
1277,1,4164,0.32,0.01,0.30,0.27,10510.92,0,0.45,1
1257,1,3700,0.98,0.07,0.17,0.19,8348.35,1,0.34,0
400,1,3975,0.59,0.24,0.32,0.12,1329.05,1,0.27,1
1466,0,2732,0.02,0.24,0.29,0.13,14742.24,1,0.36,1
1238,2,589,0.68,0.35,0.34,0.36,13276.74,0,0.01,0
1295,1,2368,0.71,0.36,0.17,0.26,7949.50,0,0.34,0
1207,0,1785,0.39,0.48,0.21,0.15,15225.56,0,0.50,1
1712,0,1301,0.59,0.12,0.33,0.32,2221.77,0,0.36,1
507,2,4141,0.14,0.04,0.14,0.39,511.39,0,0.58,0
115,0,4377,0.69,0.11,0.04,0.08,14153.08,1,0.08,1
376,2,3315,0.33,0.11,0.09,0.22,1228.53,1,0.45,0
347,0,3002,0.32,0.06,0.20,0.20,6922.01,0,0.42,0
1832,1,1653,0.47,0.08,0.39,0.20,8531.97,0,0.45,0
470,1,237,0.64,0.49,0.15,0.23,14741.52,0,0.06,1
651,0,146,0.28,0.43,0.03,0.09,6976.10,0,0.02,0
1981,0,1511,0.16,0.04,0.01,0.03,9563.61,1,0.10,0
1281,0,315,0.95,0.23,0.16,0.20,3239.72,0,0.14,0
265,1,3476,0.09,0.10,0.36,0.26,9339.30,0,0.29,0
1390,0,123,0.12,0.08,0.20,0.25,7199.44,1,0.01,0
875,1,3794,0.33,0.29,0.19,0.15,6197.24,1,0.35,0
1581,2,4341,0.55,0.36,0.14,0.29,11192.81,1,0.45,1
1105,1,1973,0.18,0.17,0.02,0.12,8650.52,0,0.42,0
1169,0,2078,0.41,0.36,0.27,0.20,13270.20,1,0.05,1
200,2,2479,0.66,0.35,0.26,0.06,729.96,0,0.02,0
1421,0,3810,0.86,0.21,0.01,0.26,13705.27,1,0.38,1
691,0,1323,0.97,0.11,0.26,0.22,14634.29,0,0.49,1
174,1,1236,0.19,0.26,0.25,0.32,7057.82,0,0.01,1
70,0,3272,0.12,0.07,0.14,0.40,1905.45,1,0.40,1
716,1,3721,0.72,0.07,0.40,0.35,9906.17,0,0.14,0
1895,1,4331,0.78,0.48,0.11,0.15,6638.75,1,0.59,1
1714,2,3134,0.30,0.44,0.11,0.26,10301.64,0,0.57,0
105,0,272,0.47,0.39,0.07,0.06,8066.58,0,0.46,1
1214,2,2882,0.19,0.45,0.30,0.18,1067.02,0,0.54,1
433,1,1831,0.18,0.18,0.15,0.21,8312.69,0,0.05,0
73,1,3610,0.12,0.48,0.20,0.01,3063.42,0,0.33,0
11,2,1216,0.67,0.12,0.11,0.00,2176.01,1,0.06,0
684,2,779,0.28,0.03,0.22,0.31,4986.65,1,0.34,1
1798,1,82,0.93,0.12,0.17,0.18,2080.52,0,0.12,0
1654,2,1465,0.09,0.05,0.37,0.14,2213.57,0,0.32,0
987,2,2704,0.30,0.38,0.05,0.18,7349.87,0,0.11,0
539,2,4143,0.22,0.25,0.30,0.25,14914.40,0,0.23,0
327,1,3731,0.32,0.44,0.37,0.10,3821.34,1,0.35,1
987,2,579,0.56,0.22,0.21,0.34,10643.67,0,0.23,0
1509,2,1419,0.37,0.10,0.18,0.01,1401.35,1,0.12,0
1820,0,3294,0.48,0.20,0.31,0.39,5165.13,0,0.21,0
1642,2,2277,0.84,0.41,0.18,0.04,929.89,1,0.44,1
379,0,1629,0.32,0.33,0.09,0.04,6631.01,1,0.52,1
816,2,3135,0.71,0.34,0.30,0.15,2516.30,0,0.42,1
255,2,4978,0.77,0.48,0.10,0.29,7814.69,0,0.11,1
847,2,4742,0.41,0.10,0.25,0.27,3830.74,1,0.44,1
1953,0,3505,0.27,0.39,0.09,0.30,14790.38,1,0.54,1
1838,1,2983,0.93,0.36,0.06,0.13,6077.48,0,0.31,1
713,1,2402,0.56,0.01,0.17,0.08,4412.25,1,0.28,0
61,1,4576,0.18,0.26,0.11,0.08,6915.50,1,0.18,1
1954,0,108,0.12,0.17,0.21,0.08,852.74,1,0.58,0
1313,1,1863,0.33,0.21,0.26,0.21,11128.64,0,0.15,0
85,0,2312,0.49,0.43,0.32,0.07,6408.83,1,0.47,1
543,2,295,0.33,0.01,0.23,0.30,10803.82,0,0.11,0
1055,1,2156,0.03,0.17,0.39,0.14,14349.95,1,0.59,0
1346,0,3320,0.63,0.33,0.30,0.12,11808.31,1,0.50,1
1439,0,2721,0.19,0.08,0.30,0.23,9470.40,1,0.42,1
649,0,3760,0.49,0.40,0.13,0.08,736.77,0,0.33,1
1264,1,4251,0.13,0.15,0.08,0.19,14899.93,1,0.35,0
1617,2,3883,0.46,0.30,0.30,0.15,6861.86,1,0.17,0
1743,2,1700,0.83,0.09,0.30,0.24,8566.02,0,0.37,0
615,0,1043,0.77,0.29,0.11,0.03,6041.62,0,0.34,1
1709,1,525,0.66,0.48,0.25,0.06,6586.68,0,0.03,0
1414,1,3809,0.35,0.29,0.25,0.11,1058.64,0,0.10,0
1941,1,2584,0.41,0.39,0.32,0.07,13593.87,0,0.06,0
614,2,4406,0.70,0.47,0.26,0.32,3996.36,1,0.43,1
392,2,2310,0.97,0.14,0.30,0.16,785.99,0,0.10,0
518,0,399,0.19,0.02,0.11,0.05,663.99,0,0.45,0
841,2,1516,0.50,0.30,0.27,0.21,571.88,0,0.20,0
873,1,492,0.97,0.20,0.26,0.29,9350.15,0,0.46,1
1043,1,104,0.54,0.23,0.35,0.23,11536.50,1,0.20,0
700,0,4869,0.79,0.02,0.15,0.20,8168.94,0,0.10,0
1336,0,3143,0.49,0.23,0.38,0.03,1933.99,1,0.32,1
918,1,4902,0.88,0.31,0.22,0.14,11652.77,1,0.44,0
1768,0,4573,0.99,0.22,0.39,0.28,5712.00,1,0.18,1
540,1,968,0.11,0.04,0.30,0.21,13715.97,1,0.52,1
924,2,2329,0.96,0.15,0.14,0.19,3884.70,0,0.06,0
31,2,941,0.51,0.45,0.14,0.36,14428.68,1,0.58,1
13,2,3140,0.34,0.22,0.29,0.28,10913.67,1,0.09,1
1813,0,286,0.78,0.25,0.25,0.07,1280.98,0,0.08,0
1525,2,4758,0.19,0.47,0.23,0.26,10738.83,1,0.36,1
625,0,580,0.86,0.05,0.15,0.35,13165.95,1,0.18,1
802,1,4580,0.32,0.06,0.39,0.31,2544.49,1,0.18,0
319,2,2359,0.90,0.25,0.22,0.04,6311.83,1,0.35,1
756,0,604,0.30,0.07,0.33,0.03,6958.25,0,0.53,0
871,1,2875,0.72,0.17,0.25,0.20,9851.57,1,0.39,0
777,0,1042,0.26,0.19,0.29,0.21,14856.19,0,0.24,0
10,1,2582,0.30,0.47,0.20,0.12,8876.94,1,0.30,0
1979,2,2672,0.47,0.41,0.20,0.33,8223.98,0,0.11,1
715,2,2157,0.10,0.07,0.01,0.05,611.61,0,0.00,0
1002,0,2834,0.76,0.38,0.34,0.09,4299.52,0,0.29,1
1699,2,773,0.09,0.40,0.21,0.07,1441.12,0,0.42,0
1839,1,1875,0.61,0.11,0.16,0.19,15041.74,0,0.20,0
1448,0,3554,0.27,0.41,0.27,0.34,7126.17,0,0.13,0
1241,1,2198,0.20,0.45,0.18,0.30,2160.51,1,0.42,1
1847,2,3693,0.34,0.34,0.33,0.13,3285.13,1,0.48,0
127,1,320,0.62,0.36,0.26,0.24,10122.40,1,0.07,1
1003,0,4927,0.91,0.16,0.29,0.20,14656.55,0,0.24,1
150,2,193,0.71,0.25,0.11,0.29,11619.21,1,0.52,1
1360,1,2509,0.83,0.14,0.37,0.10,2580.08,1,0.60,1
414,1,4971,0.81,0.41,0.31,0.34,11683.92,1,0.21,1
974,1,1897,0.47,0.10,0.29,0.02,9689.57,1,0.58,0
1736,1,4631,0.61,0.31,0.31,0.12,14937.69,1,0.48,1
1405,2,213,0.12,0.37,0.18,0.36,12716.85,1,0.48,0
1771,0,3780,0.69,0.22,0.14,0.39,5867.57,1,0.48,1
333,2,579,0.87,0.33,0.24,0.01,2239.02,1,0.42,1
411,1,3962,0.86,0.43,0.38,0.38,9000.35,0,0.46,1
504,1,2275,0.68,0.06,0.27,0.16,13761.71,0,0.32,0
422,2,4284,0.52,0.10,0.01,0.39,13913.94,0,0.08,0
477,1,4072,0.23,0.15,0.35,0.34,1973.27,0,0.41,0
1580,0,2067,0.88,0.27,0.18,0.30,6841.89,1,0.25,1
1102,2,3799,0.18,0.17,0.40,0.22,6214.36,0,0.59,0
747,2,4539,0.17,0.31,0.23,0.32,8205.29,0,0.01,0
240,1,734,0.28,0.16,0.23,0.07,12353.59,0,0.36,0
1800,2,4351,0.17,0.01,0.09,0.06,2729.23,0,0.50,0
1088,2,3220,0.81,0.07,0.27,0.07,4232.87,1,0.25,0
1247,1,2919,0.06,0.07,0.12,0.09,2857.37,0,0.23,0
834,2,930,0.23,0.45,0.03,0.07,10267.79,1,0.02,0
1683,1,3241,0.71,0.41,0.13,0.22,10343.79,0,0.18,0
56,1,1438,0.79,0.34,0.21,0.09,11154.07,0,0.04,1
1281,1,697,0.95,0.29,0.10,0.25,1974.19,1,0.59,1
1122,1,2021,0.78,0.17,0.00,0.03,7959.07,0,0.17,0
1276,2,188,0.01,0.37,0.10,0.12,2324.37,1,0.03,0
558,0,1742,0.23,0.00,0.05,0.23,11961.89,0,0.33,0
1363,2,2136,0.81,0.13,0.34,0.24,12256.91,0,0.04,0
520,1,237,0.07,0.26,0.31,0.06,12228.91,1,0.33,1
647,1,804,0.81,0.03,0.02,0.15,11500.08,0,0.18,0
1231,0,1559,0.15,0.08,0.35,0.28,9344.50,1,0.41,1
1043,1,948,0.88,0.21,0.24,0.29,14008.42,1,0.14,1
398,1,2437,0.07,0.30,0.06,0.03,3383.20,1,0.10,0
1982,2,1998,0.53,0.27,0.29,0.02,9924.57,0,0.08,1
1271,0,2727,1.00,0.37,0.24,0.07,5905.00,0,0.08,0
263,1,1609,0.47,0.17,0.02,0.13,8342.54,1,0.22,0
1402,1,2969,0.03,0.03,0.01,0.13,5488.87,1,0.56,0
734,1,423,0.74,0.22,0.22,0.20,7867.98,1,0.27,1
1423,1,2017,0.28,0.08,0.05,0.13,5127.70,1,0.12,0
700,2,4720,0.16,0.26,0.17,0.00,6495.34,1,0.16,0
324,1,1127,0.39,0.39,0.12,0.33,7023.73,0,0.17,1
1987,1,2197,0.60,0.33,0.22,0.34,2546.87,1,0.19,1
1889,0,1598,0.27,0.25,0.32,0.22,13693.22,1,0.16,1
1935,0,5007,0.18,0.03,0.14,0.03,8150.16,0,0.36,0
1211,2,4222,0.99,0.45,0.26,0.32,10659.17,0,0.02,1
432,0,769,0.56,0.18,0.12,0.34,1167.37,0,0.60,1
249,2,1183,0.68,0.16,0.20,0.21,5497.11,0,0.52,1
1243,2,4154,0.10,0.50,0.16,0.11,15019.59,1,0.50,0
1123,1,510,0.85,0.16,0.22,0.08,2719.01,0,0.23,0
1445,1,3910,0.08,0.27,0.38,0.01,4055.00,0,0.31,1
227,2,4608,0.61,0.26,0.31,0.15,9778.15,0,0.47,1
888,1,2527,0.02,0.41,0.27,0.38,6138.12,0,0.47,1
56,1,2442,0.99,0.47,0.25,0.17,11982.22,0,0.29,1
1202,1,3355,0.79,0.40,0.02,0.04,961.29,1,0.34,1
1744,2,3256,0.76,0.45,0.34,0.34,4743.00,1,0.50,1
173,2,477,0.03,0.27,0.30,0.19,9863.67,0,0.05,0
372,0,4542,0.83,0.23,0.26,0.21,12703.28,0,0.33,1
1642,0,2497,0.13,0.03,0.04,0.09,12784.20,0,0.45,0
1715,2,4080,0.23,0.17,0.32,0.11,8940.30,1,0.36,1
1355,0,2535,0.57,0.17,0.31,0.21,5782.87,1,0.45,1
1623,1,3105,0.81,0.12,0.31,0.24,1146.26,0,0.44,0
1685,2,934,0.99,0.09,0.09,0.11,1034.63,0,0.51,0
954,2,831,0.09,0.26,0.17,0.02,3029.47,1,0.46,0
1073,1,1312,0.83,0.25,0.34,0.11,2296.61,1,0.50,1
981,0,4374,0.50,0.02,0.38,0.09,4782.88,1,0.60,1
380,1,4288,0.64,0.05,0.23,0.35,1742.26,1,0.27,0
1127,1,3873,0.50,0.24,0.08,0.26,2861.40,0,0.38,1
12,0,3897,0.37,0.42,0.16,0.13,14780.51,1,0.18,1
1606,2,4653,0.44,0.07,0.40,0.02,3246.59,1,0.36,1
1257,2,4531,0.22,0.30,0.37,0.04,13558.10,0,0.57,0
1871,0,1081,0.84,0.16,0.00,0.02,2428.99,0,0.55,1
1547,0,4089,0.48,0.26,0.18,0.12,15041.39,0,0.25,1
524,1,820,0.84,0.06,0.33,0.28,455.78,0,0.33,0
543,0,361,0.24,0.32,0.20,0.10,13464.50,1,0.30,1
208,2,2072,0.71,0.49,0.18,0.25,14547.76,1,0.34,0
226,2,3293,1.00,0.07,0.01,0.07,442.12,1,0.04,1
638,2,1874,0.04,0.00,0.21,0.26,7073.72,1,0.57,1
1226,0,1073,0.28,0.48,0.06,0.38,4922.33,0,0.36,1
291,1,202,0.09,0.06,0.05,0.10,10541.69,0,0.10,0
46,2,2019,0.07,0.22,0.30,0.29,14619.45,0,0.31,1
1780,1,2623,0.79,0.19,0.13,0.24,15055.11,1,0.21,0
772,1,2664,0.26,0.04,0.07,0.23,3163.08,1,0.35,0
541,1,127,0.83,0.08,0.09,0.26,12524.20,1,0.12,1
375,0,1684,0.10,0.16,0.06,0.35,1479.89,1,0.41,1
495,2,2498,0.12,0.41,0.24,0.18,2884.62,1,0.05,0
325,2,1431,0.57,0.43,0.39,0.06,11914.42,0,0.36,1
795,0,533,0.23,0.10,0.37,0.16,627.40,1,0.48,1
532,1,3520,0.51,0.29,0.19,0.25,14652.75,1,0.51,0
619,1,562,0.49,0.07,0.16,0.32,5275.99,0,0.45,0
184,1,2705,0.87,0.45,0.08,0.34,2455.31,1,0.29,1
1847,1,3895,0.68,0.14,0.16,0.39,14096.15,0,0.60,1
1715,1,3745,0.98,0.27,0.06,0.33,11227.94,0,0.40,1
358,2,4331,0.85,0.40,0.01,0.05,1017.90,1,0.04,0
495,0,3949,1.00,0.30,0.36,0.11,12713.01,1,0.31,1
713,2,543,0.35,0.08,0.20,0.32,12607.55,0,0.37,0
147,2,1222,0.43,0.31,0.15,0.11,13760.89,0,0.44,1
641,2,2622,0.63,0.23,0.14,0.03,8481.48,1,0.11,0
1578,1,1057,0.73,0.10,0.22,0.11,6233.03,0,0.31,1
151,1,466,0.33,0.40,0.01,0.22,4852.26,0,0.31,1
1575,0,1397,0.28,0.14,0.20,0.16,6647.95,0,0.20,0
1158,2,4101,0.60,0.10,0.07,0.30,14295.97,0,0.40,1
1402,1,2519,0.13,0.50,0.35,0.16,5113.67,0,0.01,0
363,1,982,0.70,0.05,0.32,0.11,1295.95,1,0.42,1
1475,2,4348,0.52,0.29,0.31,0.26,553.34,0,0.36,1
1836,0,3411,0.36,0.36,0.38,0.00,14075.30,0,0.15,1
586,1,2944,0.04,0.48,0.08,0.05,11016.41,1,0.54,1
1478,0,4550,0.50,0.50,0.26,0.10,14465.36,0,0.52,1
979,1,3925,0.47,0.29,0.03,0.19,9671.52,1,0.36,1
1585,2,4728,0.77,0.23,0.11,0.18,10208.90,1,0.56,1
1192,0,2404,0.80,0.23,0.20,0.40,3036.55,0,0.24,1
914,1,299,0.28,0.26,0.24,0.12,6786.44,0,0.13,0
938,0,1260,0.38,0.19,0.09,0.15,10874.60,0,0.32,0
967,1,4269,0.65,0.08,0.36,0.02,1409.29,1,0.04,0
1994,0,978,0.47,0.49,0.29,0.25,14262.67,1,0.03,1
802,2,3884,0.99,0.35,0.08,0.07,9432.15,1,0.17,0
1299,1,4107,0.62,0.31,0.08,0.31,10011.69,1,0.40,1
1210,0,3921,0.87,0.37,0.05,0.32,8788.17,0,0.42,1
1170,0,1777,0.30,0.00,0.36,0.14,5807.96,1,0.51,1
1958,1,3511,0.88,0.08,0.38,0.02,4389.38,1,0.14,0
1119,1,488,0.20,0.13,0.14,0.30,12477.58,1,0.29,0
1635,0,2388,0.54,0.26,0.06,0.15,6074.65,1,0.19,1
1332,2,905,0.67,0.08,0.11,0.21,9819.87,1,0.60,0
1886,1,3322,0.02,0.48,0.13,0.14,14751.61,0,0.57,0
388,0,2558,0.76,0.21,0.10,0.22,1808.06,1,0.59,1
1750,1,3926,0.37,0.00,0.38,0.08,13662.72,1,0.54,1
1191,0,4728,0.20,0.41,0.05,0.15,4957.84,0,0.02,1
1985,1,2617,0.49,0.12,0.16,0.33,6115.65,1,0.35,0
1399,1,2202,0.76,0.37,0.01,0.22,6618.77,0,0.25,1
1330,2,4837,0.58,0.49,0.19,0.37,3207.64,0,0.18,1
1271,2,3714,0.02,0.23,0.19,0.36,10929.87,1,0.26,0
414,2,3959,0.12,0.32,0.20,0.20,7745.13,0,0.25,0
1077,2,4133,0.01,0.48,0.07,0.31,11901.32,1,0.42,1
1452,0,849,0.10,0.01,0.12,0.01,4385.20,0,0.38,0
1258,2,3384,0.55,0.17,0.33,0.36,6975.69,0,0.20,0
1981,1,3850,0.60,0.03,0.07,0.07,13101.28,0,0.26,0
603,2,1984,0.19,0.16,0.19,0.36,5312.12,0,0.57,0
1091,1,4621,0.38,0.34,0.01,0.37,6047.77,1,0.07,1
211,2,280,0.25,0.05,0.16,0.23,3949.84,0,0.55,0
838,1,2252,0.71,0.09,0.22,0.16,13788.83,0,0.48,0
1165,1,4973,0.61,0.04,0.17,0.04,13521.85,1,0.31,0
1139,0,4175,0.87,0.07,0.09,0.35,14806.91,0,0.47,1
1376,1,3746,0.20,0.50,0.34,0.15,9191.29,1,0.33,1
1267,2,4056,0.01,0.07,0.21,0.25,3448.18,1,0.52,0
169,1,2940,0.49,0.07,0.39,0.15,4684.16,1,0.18,0
1621,0,2759,0.26,0.05,0.30,0.13,9382.88,0,0.19,0
47,0,546,0.93,0.03,0.29,0.26,7560.92,0,0.44,1
1577,0,2020,0.10,0.04,0.07,0.24,2553.66,0,0.11,0
279,1,3908,0.77,0.37,0.06,0.01,5451.57,1,0.03,0
730,2,534,0.89,0.16,0.04,0.40,2368.15,0,0.09,0
149,0,2822,0.49,0.08,0.31,0.32,2726.57,1,0.25,1
1266,2,1136,0.35,0.41,0.05,0.05,1150.07,0,0.07,0
1066,0,4068,0.15,0.13,0.11,0.24,10149.13,1,0.01,0
647,1,3141,0.21,0.09,0.27,0.23,5317.56,1,0.15,0
1936,0,3338,0.68,0.09,0.04,0.22,7207.58,0,0.28,0
1244,1,4417,0.87,0.06,0.02,0.13,4523.14,1,0.07,0
1846,0,1001,0.38,0.10,0.28,0.16,1599.14,0,0.20,0
563,2,5005,0.88,0.35,0.04,0.20,12562.26,1,0.59,1
655,0,4864,0.28,0.26,0.03,0.26,924.84,0,0.48,1
818,2,1488,0.09,0.15,0.31,0.23,5248.00,0,0.44,0
541,2,4365,0.17,0.34,0.17,0.15,598.14,1,0.11,0
498,0,3950,0.96,0.12,0.31,0.10,14034.86,1,0.11,1
762,2,593,0.91,0.17,0.11,0.08,14557.20,0,0.40,0
437,2,4642,0.78,0.16,0.32,0.25,7574.71,0,0.21,0
1828,0,3072,0.30,0.44,0.01,0.05,4373.34,1,0.21,0
1842,0,4071,0.81,0.46,0.29,0.01,11491.71,0,0.09,0
1796,0,42,0.69,0.19,0.11,0.01,4422.59,1,0.21,0
639,1,2584,0.82,0.30,0.07,0.15,11081.53,0,0.39,1
1163,2,4736,0.06,0.41,0.27,0.08,10287.39,1,0.21,0
267,1,4106,0.21,0.49,0.14,0.33,12529.31,1,0.39,1
729,2,4870,0.29,0.40,0.05,0.33,616.39,0,0.52,0
887,1,4866,0.55,0.00,0.32,0.40,14951.46,0,0.11,0
490,0,1681,0.54,0.09,0.07,0.20,14579.63,1,0.48,1
241,2,3800,0.05,0.16,0.38,0.14,10182.66,0,0.59,1
975,0,3396,0.02,0.27,0.23,0.33,5836.94,1,0.01,1
1708,0,3479,0.36,0.00,0.10,0.32,3321.90,0,0.50,0
1958,2,2756,0.38,0.17,0.14,0.10,14095.47,1,0.53,0
926,0,1334,0.86,0.15,0.15,0.18,13422.47,0,0.57,0
599,0,4366,0.80,0.45,0.04,0.15,1609.87,1,0.23,0
535,2,3064,0.92,0.29,0.39,0.16,8149.67,0,0.05,0
412,0,2218,0.40,0.04,0.31,0.34,8100.45,1,0.41,1
1178,0,3197,0.44,0.34,0.07,0.00,9258.48,0,0.06,0
1867,2,4694,0.94,0.02,0.03,0.35,4991.52,0,0.55,1
842,1,4202,0.04,0.21,0.19,0.35,9368.35,0,0.44,1
1027,2,456,0.67,0.29,0.22,0.35,6547.62,1,0.01,1
1301,2,4867,0.44,0.09,0.31,0.38,12664.65,1,0.59,1
1877,1,1943,0.22,0.32,0.11,0.24,4982.24,1,0.49,0
474,0,3586,0.46,0.38,0.27,0.17,8079.45,1,0.15,1
1830,0,4266,0.79,0.09,0.24,0.07,4931.60,0,0.59,1
257,0,3399,0.25,0.40,0.24,0.30,1314.82,1,0.58,1
1966,0,1842,0.29,0.39,0.36,0.32,9460.89,0,0.09,0
360,0,4296,0.18,0.22,0.21,0.07,6862.97,1,0.25,1
96,0,3249,0.41,0.29,0.06,0.12,5755.75,0,0.47,1
1238,1,399,0.43,0.34,0.14,0.28,6659.11,1,0.31,1
1046,2,4777,0.02,0.40,0.17,0.21,12306.55,0,0.45,1
37,1,900,0.84,0.06,0.22,0.11,8935.63,0,0.11,1
695,1,2324,0.71,0.47,0.07,0.36,1052.37,1,0.29,0
1776,1,2047,0.26,0.06,0.03,0.36,11486.57,0,0.01,0
894,0,4649,0.88,0.37,0.06,0.20,3266.41,1,0.27,1
1606,0,4736,0.29,0.38,0.19,0.26,15295.75,0,0.57,1
126,1,1676,0.89,0.46,0.37,0.07,9832.34,0,0.50,1
937,0,285,0.84,0.13,0.03,0.17,4648.31,1,0.11,0
1524,1,3645,1.00,0.38,0.04,0.03,4641.23,0,0.18,0
1869,1,4807,0.86,0.32,0.07,0.22,14325.68,1,0.29,1
1154,2,4602,0.91,0.01,0.28,0.02,2272.11,1,0.25,0
253,1,1628,0.03,0.24,0.26,0.08,7739.00,0,0.11,0
1684,2,3920,0.57,0.43,0.36,0.16,10203.26,1,0.53,1
978,2,3705,0.37,0.45,0.17,0.08,8148.05,1,0.08,1
1006,0,1907,0.17,0.19,0.25,0.09,6995.41,0,0.15,0
1150,2,1701,0.55,0.07,0.14,0.06,15052.14,1,0.60,0
1586,1,408,0.37,0.33,0.06,0.11,10320.72,1,0.44,1
308,1,370,0.21,0.18,0.08,0.11,9571.18,1,0.11,0
1873,1,905,0.42,0.34,0.07,0.05,5099.36,0,0.32,1
98,0,196,0.36,0.11,0.10,0.24,11373.89,1,0.32,1
1798,2,3883,0.90,0.13,0.12,0.33,12395.20,0,0.42,1
1874,0,858,0.38,0.06,0.31,0.00,2293.67,1,0.36,1
1294,0,2673,0.21,0.32,0.08,0.11,1193.45,0,0.26,0
1930,2,2711,0.68,0.39,0.08,0.38,6171.75,1,0.35,1
1779,2,4368,0.96,0.25,0.16,0.29,2216.58,1,0.19,1
834,1,3077,0.37,0.50,0.11,0.03,11654.53,1,0.13,1
1332,1,372,0.76,0.48,0.11,0.11,3979.71,0,0.19,1
96,0,4160,0.88,0.25,0.20,0.40,1395.76,1,0.38,1
165,2,4959,0.97,0.45,0.18,0.34,10918.72,0,0.33,1
859,1,5004,0.02,0.28,0.06,0.12,1575.26,0,0.17,0
